Title,Year,Standardized Title
Catching a Moving Target: Malpractice Litigation in the Endovascular Era,2017,"b2: satellite symposia breakfast session: a live perspective on strategies for crossing and treating complex lower limb extremity disease, sponsored by abbott"
Catching a Moving Target: Malpractice Litigation in the Endovascular Era,2017,"b3: satellite symposia breakfast session: evidence-based approach to anticoagulation therapy for cad/pad, sponsored by janssen pharmaceuticals"
Long-term Freedom from Aneurysm Related Mortality Remains Favorable After Endovascular Abdominal Aortic Aneurysm Repair in a 15-year Multicenter Registry,2017,vascular surgery: workforce needs and career choices
Long-term Freedom from Aneurysm Related Mortality Remains Favorable After Endovascular Abdominal Aortic Aneurysm Repair in a 15-year Multicenter Registry,2017,navigating other learners: getting the most out of fellowship
Clinical Outcome of Ultrasound-Accelerated Catheter-Directed Thrombolytic Therapy for the Treatment of Submassive Pulmonary Embolism,2017,how to prepare fellowship applications and interview: program director perspective
Clinical Outcome of Ultrasound-Accelerated Catheter-Directed Thrombolytic Therapy for the Treatment of Submassive Pulmonary Embolism,2017,how to prepare fellowship applications and interview: fellow perspective
Variability in Hospital Costs for Carotid Artery Revascularization,2017,how to succeed as a fellow
Variability in Hospital Costs for Carotid Artery Revascularization,2017,research and a career in vascular surgery
Methods and Outcomes of Surgical and Endovascular Central Venous Reconstruction Combined with Thoracic Outlet Decompression,2017,how vascular surgery programs differ from interventional radiology and cardiology programs
Methods and Outcomes of Surgical and Endovascular Central Venous Reconstruction Combined with Thoracic Outlet Decompression,2017,setting yourself up in ms1/2 for your vascular surgery future: program director perspective
Strategies to Decrease Wound Complications Following Open Infrainguinal Revascularization,2017,setting yourself up in ms1/2 for your vascular surgery future: recent vascular residency graduate perspective
Strategies to Decrease Wound Complications Following Open Infrainguinal Revascularization,2017,research and a career in vascular surgery
"ICU Admission After EVAR Is Primarily Determined by Hospital Factors, Adds Significant Cost, and Is Often Unnecessary",2017,vascular surgery: workforce needs and career choices
"ICU Admission After EVAR Is Primarily Determined by Hospital Factors, Adds Significant Cost, and Is Often Unnecessary",2017,vascular surgery 102
Lower Extremity Bypass and Endovascular Intervention for Critical Limb Ischemia Fail to Meet Society for Vascular Surgery’s Objective Performance Goals for Limb-Related Outcomes in a Contemporary National Cohort,2017,how vascular surgery programs differ from interventional radiology and cardiology programs
Lower Extremity Bypass and Endovascular Intervention for Critical Limb Ischemia Fail to Meet Society for Vascular Surgery’s Objective Performance Goals for Limb-Related Outcomes in a Contemporary National Cohort,2017,"tips on sub-internships, interviews and the match process: program director perspective"
Trends in Aortofemoral Bypass for Aortoiliac Occlusive Disease: A Thirty-Year Experience,2017,"tips on sub-internships, interviews and the match process: trainee perspective"
Trends in Aortofemoral Bypass for Aortoiliac Occlusive Disease: A Thirty-Year Experience,2017,research and a career in vascular surgery
Peroneal Bypass versus Endovascular Peroneal Intervention for Critical Limb Ischemia,2017,outcomes of transcarotid revascularization with dynamic flow reversal (tcar) versus carotid endarterectomy (cea) in the tcar surveillance project
Peroneal Bypass versus Endovascular Peroneal Intervention for Critical Limb Ischemia,2017,vascular surgeon burnout – a report from the svs wellness task force
Early Validation of a Tool to Standardize Vascular Access Procedure Selection for Hemodialysis,2017,results of fenestrated and branched endovascular aortic aneurysm repair after failed infrarenal endovascular aortic aneurysm repair
Early Validation of a Tool to Standardize Vascular Access Procedure Selection for Hemodialysis,2017,endovascular septotomy and urgent evar in a rapidly expanding symptomatic aaa
Association of Variant Arch Anatomy with Type B Aortic Dissection and Hemodynamic Mechanisms,2017,mortality after paclitaxel-coated balloon angioplasty and stenting of superficial femoral and popliteal artery
Association of Variant Arch Anatomy with Type B Aortic Dissection and Hemodynamic Mechanisms,2017,increased mortality with drug-eluting stents is driven by lesion length
Study to Assess Outcomes for Multiple TEVAR Pathologies (SUMMIT) Registry,2017,epigenetic modification to the prostaglandin e2 (pge2) pathway regulates inflammation and host defense in diabetic wound healing
Study to Assess Outcomes for Multiple TEVAR Pathologies (SUMMIT) Registry,2017,"twenty-five years of medicare: work rvus increased, but payments decreased"
The Vascunet: Quality Improvement in 12 Countries during 20 Years,2017,task force update: tcar credentialing
SVS-VQI: Quality Improvement including Device Evaluation,2017,evidence for tcar
Goals and Vision of the ICVR,2017,patient selection: indications and contraindications for tcar
International Variation in Abdominal Aortic Aneurysm Care,2017,procedure techniques
International Variation in Carotid Stenosis Treatment ,2017,building a tcar program and reimbursement issues
International Variation in PAD Treatment,2017,why good outcomes are no longer good enough
Global Prospective EVAR Device Evaluation in ICVR,2017,the government's perspective on when & where endovascular interventions should be performed
Managing Crossing Long CTO,2017,how svs-acs certification can improve both appropriateness and outcomes
Management of Outpatient Angio Suites,2017,using the svs vqi to improve your practice of vascular surgery: the concept of capi
Pedal/Alternative Access,2017,practice guidelines and appropriate use criteria: complementary views of when and how
Treatment of Rupture and Enlargement of Abdominal Aortic Aneurysm with Type II Endoleak,2017,introduction to sizing
Chronic Total Occlusion of Lower Extremity Artery: How Do We Deal with It in Germany?,2017,rotations
Early Outcomes of the Conformable Stent Graft for Acute Complicated and Uncomplicated Type B Aortic Dissection: Pilot Research in Mainland China,2017,outpatient and office-based lab presentation: obl 101
The Role and Future of Different Societies in Latin America,2017,"vl: case examples of the new gore tag conformable thoracic stent graft with active control system, sponsored by gore"
Aortic Arch Reconstruction: Endo or Open?,2017,"vl: lower limb stent grafting: complex cases and techniques in sfa and aortoiliac disease, sponsored by gore"
Features and Management Strategies of Multilevel CTO Lesions in Chinese Population: Experience from an University Medical Center in Southern China,2017,optimal team practice from the aapa
Carotid Artery Stenosis: Updates of European Vascular Society Guidelines,2017,physician assistants in the university setting
Pitfalls in Ultrasound-Guided HD Access Intervention and How to Avoid,2017,physician assistants in private practice
Current Management of Acute Deep Venous Thrombosis in Japan,2017,physician assistant practice management
My Worst Complication: How it was Managed and Lessons Learned,2017,understanding and performing vascular diagnostics
Treatment of Iliac AV Fistula Post-EVAR,2017,complex venous disease processes
Spinal Osteomyelitis Leading to Endograft Infection,2017,complex wound management: inpatient and outpatient
Aortic Graft Infection: Variations in One Patient,2017,venous procedures: in-office and surgical center
